,cam:finishDate,cam:siglaUFRepresentacao,cam:startDate,org:member,org:role,slp:resource_uri_x,cam:dataFalecimento,cam:dataNascimento,cam:ideCadastro,cam:nomeCivil,cam:nomeParlamentarAtual,slp:resource_uri_y
238,2016-12-22,AM,2015-02-01,31316b72-371b-4ea6-97e0-1d28ad8364fd,22a2ecf6-5f03-4da9-bc89-48319d152403,d56ecb30-1d01-49e3-b3fc-afd2d9a834e3,,1967-03-11,178850,MARCOS SERGIO ROTTA,MARCOS ROTTA,31316b72-371b-4ea6-97e0-1d28ad8364fd
239,,MG,2015-02-01,018d009f-480f-41c3-bcda-7aeeabfe884f,22a2ecf6-5f03-4da9-bc89-48319d152403,c08cf408-763f-4fcc-9ea4-125e4db9d3b0,,1949-08-03,141500,MARCOS MONTES CORDEIRO,MARCOS MONTES,018d009f-480f-41c3-bcda-7aeeabfe884f
240,,RS,2015-02-01,ef1de1c7-b169-4316-a05f-7b736da28f2e,22a2ecf6-5f03-4da9-bc89-48319d152403,4e2ede44-b388-41d5-b7e0-7a13ea2657fc,,1965-12-27,133373,MARCO AURÉLIO SPALL MAIA,MARCO MAIA,ef1de1c7-b169-4316-a05f-7b736da28f2e
241,,RS,2015-02-01,c661c007-75c4-47d3-880e-b5f79a21d12b,22a2ecf6-5f03-4da9-bc89-48319d152403,81acf8fa-82f2-4991-8a26-d37e1c5c3247,,1964-09-21,160535,DIONILSO MATEUS MARCON,MARCON,c661c007-75c4-47d3-880e-b5f79a21d12b
242,2015-02-12,RJ,2015-02-01,75fd6638-b0a9-4086-89ec-fe248676f3d4,22a2ecf6-5f03-4da9-bc89-48319d152403,7e24b649-2e58-489c-9766-3de6865b3d52,,1991-05-07,178942,MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,75fd6638-b0a9-4086-89ec-fe248676f3d4
243,2015-02-03,MS,2015-02-01,ec9fb26b-06b0-4e7d-ae9a-970252359430,22a2ecf6-5f03-4da9-bc89-48319d152403,c4764be3-f397-41e7-91d1-12fc4b03a364,,1956-11-21,178899,MARCIO CAMPOS MONTEIRO,MARCIO MONTEIRO,ec9fb26b-06b0-4e7d-ae9a-970252359430
244,2017-11-13,MS,2015-02-01,ec9fb26b-06b0-4e7d-ae9a-970252359430,22a2ecf6-5f03-4da9-bc89-48319d152403,6053f6cb-6e82-4ed2-85a0-18ae812f4b34,,1956-11-21,178899,MARCIO CAMPOS MONTEIRO,MARCIO MONTEIRO,ec9fb26b-06b0-4e7d-ae9a-970252359430
245,,BA,2015-02-01,170c34ab-a935-4319-a3f3-4bc746b74bd7,22a2ecf6-5f03-4da9-bc89-48319d152403,c2652636-9f15-49e1-81c5-799143b23eab,,1970-12-12,150418,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,170c34ab-a935-4319-a3f3-4bc746b74bd7
246,,SC,2015-02-01,58033ba5-9752-4747-a627-8f9f7e35cc30,22a2ecf6-5f03-4da9-bc89-48319d152403,d4f29f1c-5ce9-4ef4-9130-7c06c92fc6e6,,1958-01-31,160536,MARCO ANTONIO TEBALDI,MARCO TEBALDI,58033ba5-9752-4747-a627-8f9f7e35cc30
247,,SP,2015-02-01,80d34a97-0000-440a-8368-271391fe215f,22a2ecf6-5f03-4da9-bc89-48319d152403,06b6a935-1569-474f-9991-c6022e1e0a23,,1969-06-14,178983,MARCIO LUIZ ALVINO DE SOUZA,MARCIO ALVINO,80d34a97-0000-440a-8368-271391fe215f
248,,RJ,2015-02-01,91346423-d686-4908-bc89-712ee31e47b5,22a2ecf6-5f03-4da9-bc89-48319d152403,b54dad1f-9078-464c-a021-8a74563c65d0,,1968-05-26,76287,MARCELO VIVIANI GONÇALVES,MARCELO MATOS,91346423-d686-4908-bc89-712ee31e47b5
249,,MG,2015-02-01,b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc,22a2ecf6-5f03-4da9-bc89-48319d152403,effb5840-2417-4b59-bcb4-4a4005ccdb02,,1960-06-13,159238,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,b05fca5c-1a39-4353-b1e1-d0bcdab1e9bc
250,,AP,2015-02-01,6641ea98-f0f0-4791-abb6-6a64bbfc4a7c,22a2ecf6-5f03-4da9-bc89-48319d152403,686c7858-7a35-44ba-b7db-4441875466a2,,1960-10-06,178852,MARCOS JOSE REATEGUI SOUZA,MARCOS REATEGUI,6641ea98-f0f0-4791-abb6-6a64bbfc4a7c
251,2015-02-12,RS,2015-02-01,7aeee2ef-1887-416e-b04b-6f23cf7c46ff,22a2ecf6-5f03-4da9-bc89-48319d152403,ec832a87-5e18-41de-95e7-d4d52b62bfe7,,1979-05-23,179001,MARCIO DELLA VALLE BIOLCHI,MÁRCIO BIOLCHI,7aeee2ef-1887-416e-b04b-6f23cf7c46ff
252,2015-10-05,PI,2015-02-01,7809e20c-b28c-4013-bda7-13266213bc6b,22a2ecf6-5f03-4da9-bc89-48319d152403,435729b2-b08d-47cd-89f7-e0825126cda5,,1950-06-09,74460,MARCELO COSTA E CASTRO,MARCELO CASTRO,7809e20c-b28c-4013-bda7-13266213bc6b
253,2017-01-01,PR,2015-02-01,916ba8b8-6896-4501-b094-5304fd332271,22a2ecf6-5f03-4da9-bc89-48319d152403,8c111c95-5191-4e02-a8fd-f3c0cbda99d3,,1971-07-22,178932,MARCELO BELINATI MARTINS,MARCELO BELINATI,916ba8b8-6896-4501-b094-5304fd332271
254,,MG,2015-02-01,59ea183e-c5c4-4512-8edc-d74ee31617f1,22a2ecf6-5f03-4da9-bc89-48319d152403,1aa0b97f-13da-4971-920e-01372ecc5b75,,1974-02-16,179000,MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ÁLVARO ANTÔNIO,59ea183e-c5c4-4512-8edc-d74ee31617f1
255,,SP,2015-02-01,898ab897-5a4f-4b98-b905-4b66b89a4008,22a2ecf6-5f03-4da9-bc89-48319d152403,e2a7d767-38c5-46e7-9615-b1e9d63e6f80,,1967-09-14,118594,MARCELO SQUASSONI,MARCELO SQUASSONI,898ab897-5a4f-4b98-b905-4b66b89a4008
256,,SP,2015-02-01,fb5fca6c-77dd-430b-9518-81d9778ef7b1,22a2ecf6-5f03-4da9-bc89-48319d152403,aa0355d5-6359-447a-b06d-f2567b53bad8,,1962-03-20,178826,SERGIO OLIMPIO GOMES,MAJOR OLIMPIO,fb5fca6c-77dd-430b-9518-81d9778ef7b1
257,,GO,2015-02-01,a3de8d28-fc10-417f-94a3-e288532acd5e,22a2ecf6-5f03-4da9-bc89-48319d152403,404b7b13-cac7-4718-886a-3e97f5614984,,1948-10-26,166402,MAGDA MOFATTO HON,MAGDA MOFATTO,a3de8d28-fc10-417f-94a3-e288532acd5e
258,,MS,2015-02-01,d2eaf71f-8245-4a1b-98c7-393c32ad0241,22a2ecf6-5f03-4da9-bc89-48319d152403,29219402-fcdc-49dd-8f82-17f1facd68a7,,1964-11-30,160633,LUIZ HENRIQUE MANDETTA,MANDETTA,d2eaf71f-8245-4a1b-98c7-393c32ad0241
259,,CE,2015-02-01,cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6,22a2ecf6-5f03-4da9-bc89-48319d152403,db8f5d94-8739-4efb-8db7-a420711181c2,,1960-05-28,178867,JOSE MARIA MACEDO JUNIOR,MACEDO,cbe0e854-0cc5-41da-b1c2-5f0366d9dfa6
260,,CE,2015-02-01,27d65c1f-60b7-4d09-9737-d4fde7e9e3ca,22a2ecf6-5f03-4da9-bc89-48319d152403,2598b35e-ee72-4e42-954b-ee8935247196,,1968-11-18,178866,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,27d65c1f-60b7-4d09-9737-d4fde7e9e3ca
261,,SP,2015-02-01,1ba7f91e-f460-4330-ba46-61b84a6a67b3,22a2ecf6-5f03-4da9-bc89-48319d152403,17039b7a-fe12-4e57-8837-1731b819bc62,,1967-09-28,160565,MARA CRISTINA GABRILLI,MARA GABRILLI,1ba7f91e-f460-4330-ba46-61b84a6a67b3
262,,SP,2015-02-01,e90ec80a-90ed-4d89-9e66-3341de786f48,22a2ecf6-5f03-4da9-bc89-48319d152403,aec8bc4c-dd98-4587-afe5-1b7d6a3a2905,,1934-11-30,74784,LUIZA ERUNDINA DE SOUSA,LUIZA ERUNDINA,e90ec80a-90ed-4d89-9e66-3341de786f48
263,2017-01-01,PB,2015-02-01,1fb9b030-43da-4e71-8cd7-c88766990032,22a2ecf6-5f03-4da9-bc89-48319d152403,6d15b3aa-f55e-4202-bbbf-ace98970227e,,1964-02-21,141490,MANOEL ALVES DA SILVA JUNIOR,MANOEL JUNIOR,1fb9b030-43da-4e71-8cd7-c88766990032
264,,RO,2015-02-01,0cebc662-55fd-47c5-b19a-52fb6d5cbf7a,22a2ecf6-5f03-4da9-bc89-48319d152403,ad83d9cf-2d2a-4976-8c64-2da8e506ea48,,1960-08-21,178955,LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLÁUDIO,0cebc662-55fd-47c5-b19a-52fb6d5cbf7a
265,2017-01-01,RJ,2015-02-01,55c86897-7642-411a-b987-d40a52482969,22a2ecf6-5f03-4da9-bc89-48319d152403,69fb10dd-a250-49df-98f5-cc3152fb75b4,,1951-06-08,178802,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS ,55c86897-7642-411a-b987-d40a52482969
266,,RJ,2015-02-01,80ca49e7-97e1-43df-b656-802cd3946dac,22a2ecf6-5f03-4da9-bc89-48319d152403,efe4fe78-f975-40db-9d6a-5ee099b7e1b6,,1958-04-09,74688,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,80ca49e7-97e1-43df-b656-802cd3946dac
267,2017-01-01,RS,2015-02-01,f6c87df2-105f-4886-b5b4-7aebb4e99bd9,22a2ecf6-5f03-4da9-bc89-48319d152403,ace2c4d0-5ec2-424d-9a3a-bab3e6a31e41,,1948-11-06,141485,LUIZ CARLOS GHIORZZI BUSATO,LUIZ CARLOS BUSATO,f6c87df2-105f-4886-b5b4-7aebb4e99bd9
268,,PR,2015-02-01,828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb,22a2ecf6-5f03-4da9-bc89-48319d152403,9719dabd-7992-414e-86a5-558c77744d81,,1950-10-08,73778,LUIZ CARLOS JORGE HAULY,LUIZ CARLOS HAULY,828c1f19-1b0e-4a4c-a6ae-e7fae6f3fcdb
269,,MG,2015-02-01,56ced610-3a3d-4882-92e7-97463706fd49,22a2ecf6-5f03-4da9-bc89-48319d152403,fd5807d7-53ed-4df6-8ffa-c863737102ee,,1971-07-23,160510,LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS TIBÉ,56ced610-3a3d-4882-92e7-97463706fd49
270,,RO,2015-02-01,5ca40552-303b-4d52-bbdd-69fa3c289553,22a2ecf6-5f03-4da9-bc89-48319d152403,a2b4697d-5d99-4b08-9d85-d1bd99f6b159,,1969-07-23,178954,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,5ca40552-303b-4d52-bbdd-69fa3c289553
271,,PR,2015-02-01,60a9ecde-f162-435a-b97f-3c31a954efd1,22a2ecf6-5f03-4da9-bc89-48319d152403,5d349d2d-ade4-463d-9496-fcdfe5efd113,,1955-03-23,178931,LUCIANO DUCCI,LUCIANO DUCCI,60a9ecde-f162-435a-b97f-3c31a954efd1
272,,BA,2015-02-01,415cace3-12a5-434f-b729-eb0ecc07dd36,22a2ecf6-5f03-4da9-bc89-48319d152403,32333ae4-f080-4d95-9f1f-5ab542cfc0b3,,1962-11-19,94931,LÚCIO QUADROS VIEIRA LIMA,LUCIO VIEIRA LIMA,415cace3-12a5-434f-b729-eb0ecc07dd36
273,,PR,2015-02-01,31903233-0d33-4fd9-9c32-33a06710ef29,22a2ecf6-5f03-4da9-bc89-48319d152403,00ccbc85-8043-4057-b9ea-666807b324ff,,1949-04-09,162332,LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,31903233-0d33-4fd9-9c32-33a06710ef29
274,,PA,2015-02-01,64eef1d1-ba59-4a58-9730-b197dc6186a9,22a2ecf6-5f03-4da9-bc89-48319d152403,5253d3f0-ffdc-4b6b-9a43-748d76653ee2,,1972-12-27,141484,LÚCIO DUTRA VALE,LÚCIO VALE,64eef1d1-ba59-4a58-9730-b197dc6186a9
275,,PB,2015-02-01,505b8703-cf3c-4e54-816d-16d8334d9328,22a2ecf6-5f03-4da9-bc89-48319d152403,5cf14edc-175f-41e7-8230-b3cef29f6549,,1945-02-13,74041,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,505b8703-cf3c-4e54-816d-16d8334d9328
276,,RS,2015-02-01,ff983966-a102-42bb-ac2d-b3c171741236,22a2ecf6-5f03-4da9-bc89-48319d152403,647010f6-75f2-44c5-8774-7c4750ab3126,,1950-09-14,73483,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,ff983966-a102-42bb-ac2d-b3c171741236
277,,PE,2015-02-01,af51933b-e7b8-4368-a7f3-db1f14a0e320,22a2ecf6-5f03-4da9-bc89-48319d152403,344e05f7-dd3a-4e92-a5c9-e4553ffcf614,,1965-12-29,160628,LUCIANA BARBOSA DE OLIVEIRA SANTOS,LUCIANA SANTOS,af51933b-e7b8-4368-a7f3-db1f14a0e320
278,,PR,2015-02-01,dc898628-fc22-4b90-87a2-62cc60111c4b,22a2ecf6-5f03-4da9-bc89-48319d152403,1b9e6943-f02b-4780-b45d-ac125e2f44d8,,1949-11-29,160663,LEOPOLDO COSTA MEYER,LEOPOLDO MEYER,dc898628-fc22-4b90-87a2-62cc60111c4b
279,,MG,2015-02-01,cc262de7-6f77-4c1b-bad1-7385d4bdf0e5,22a2ecf6-5f03-4da9-bc89-48319d152403,2aa67f00-6f2b-45fc-831b-cdb9b2a999dd,,1975-04-01,141482,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,cc262de7-6f77-4c1b-bad1-7385d4bdf0e5
280,,AC,2015-02-01,f059e4fb-25c9-4f17-861a-aca8a4087a53,22a2ecf6-5f03-4da9-bc89-48319d152403,c4eb509b-de39-469d-941f-37288b831f88,,1979-04-13,178825,LEONARDO CUNHA DE BRITO,LEO DE BRITO,f059e4fb-25c9-4f17-861a-aca8a4087a53
281,,RO,2015-02-01,27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3,22a2ecf6-5f03-4da9-bc89-48319d152403,81e09013-0bd0-4d4e-ac60-a47d990cbea0,,1969-10-18,141483,LINDOMAR BARBOSA ALVES,LINDOMAR GARÇON,27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3
282,,MG,2015-02-01,08d6696b-cdb8-45f5-9c09-c79235530fdb,22a2ecf6-5f03-4da9-bc89-48319d152403,67dab8d4-ab46-4464-b72e-ffbdacb73936,,1953-11-03,74585,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,08d6696b-cdb8-45f5-9c09-c79235530fdb
283,,MG,2015-02-01,49baf206-96cc-4963-b436-875033dfd8b7,22a2ecf6-5f03-4da9-bc89-48319d152403,aa9c944c-f571-49c8-afad-3e96a02c2d67,,1951-10-09,74156,JOSÉ LEONARDO COSTA MONTEIRO,LEONARDO MONTEIRO,49baf206-96cc-4963-b436-875033dfd8b7
284,,PR,2015-02-01,d6dd3a03-239b-4c37-9b60-32ebd35ecda1,22a2ecf6-5f03-4da9-bc89-48319d152403,40bf001a-f585-459a-bc4d-5b9b86de2828,,1975-12-20,178832,LEANDRE DAL PONTE,LEANDRE,d6dd3a03-239b-4c37-9b60-32ebd35ecda1
285,,CE,2015-02-01,09d4048c-df71-445b-a315-c28eb1dd3386,22a2ecf6-5f03-4da9-bc89-48319d152403,fa5b4416-b22d-41de-91f6-901eea1e9b1c,,1957-06-03,74299,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEÔNIDAS CRISTINO,09d4048c-df71-445b-a315-c28eb1dd3386
286,,MG,2015-02-01,6edf9367-077e-4e77-bea9-5f7c6df24830,22a2ecf6-5f03-4da9-bc89-48319d152403,a35d1641-c75b-49bb-98c8-dcb96323767a,,1962-07-16,178894,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,6edf9367-077e-4e77-bea9-5f7c6df24830
287,,TO,2015-02-01,6d8974de-b74f-42a4-a260-a2065b90ba51,22a2ecf6-5f03-4da9-bc89-48319d152403,a7fe4841-fd95-4dad-ae1a-fa593a504686,,1947-02-11,141480,LÁZARO BOTELHO MARTINS,LÁZARO BOTELHO,6d8974de-b74f-42a4-a260-a2065b90ba51
288,,SP,2015-02-01,8b7604e4-4d89-449b-aec9-04ec74e103c7,22a2ecf6-5f03-4da9-bc89-48319d152403,c4d31bd0-b7dc-4557-9986-5ec5f66b7d81,,1956-09-28,160659,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,8b7604e4-4d89-449b-aec9-04ec74e103c7
289,,ES,2015-02-01,cbf579e9-bdca-44e6-9633-9de0c4b10cc7,22a2ecf6-5f03-4da9-bc89-48319d152403,6ee02802-c5be-40f2-9fee-dc486523d8a9,,1954-06-21,141562,WELINGTON COIMBRA,LELO COIMBRA,cbf579e9-bdca-44e6-9633-9de0c4b10cc7
290,,BA,2015-02-01,7271d17b-fef1-4b39-ab49-db98d2a09cb7,22a2ecf6-5f03-4da9-bc89-48319d152403,d5992336-ce09-4086-b690-f3c8601f6086,,1955-10-14,74570,JUTAHY MAGALHÃES JÚNIOR,JUTAHY JUNIOR,7271d17b-fef1-4b39-ab49-db98d2a09cb7
291,,DF,2015-02-01,ddf8f745-9d73-4bbb-a540-ba9c72c43c78,22a2ecf6-5f03-4da9-bc89-48319d152403,7c70a031-a65b-4f98-ac60-b62fea881c0e,,1954-05-01,141478,LAERTE RODRIGUES DE BESSA,LAERTE BESSA,ddf8f745-9d73-4bbb-a540-ba9c72c43c78
292,,MA,2015-02-01,b12e9675-4a16-4dae-a320-2d0896288b1f,22a2ecf6-5f03-4da9-bc89-48319d152403,2cb5f18b-dfb8-42a6-9757-fa64ad4a5e60,,1984-11-06,178886,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,JUSCELINO FILHO,b12e9675-4a16-4dae-a320-2d0896288b1f
293,2016-05-12,RJ,2015-02-01,d09ebab4-9a44-4c56-bca1-04eb6143d582,22a2ecf6-5f03-4da9-bc89-48319d152403,bd0f6791-df51-4daa-b6cd-0a7e55b5cb75,,1979-11-06,74254,LEONARDO CARNEIRO MONTEIRO PICCIANI,LEONARDO PICCIANI,d09ebab4-9a44-4c56-bca1-04eb6143d582
294,,SE,2015-02-01,83c8d79e-ae68-42ce-a1ec-af2186a93bbb,22a2ecf6-5f03-4da9-bc89-48319d152403,813b538b-25de-477d-9020-48cc1417acea,,1959-04-15,151208,LAERCIO JOSÉ DE OLIVEIRA,LAERCIO OLIVEIRA,83c8d79e-ae68-42ce-a1ec-af2186a93bbb
295,,RJ,2015-02-01,94ed6a79-7705-481a-857a-c230893dfdb0,22a2ecf6-5f03-4da9-bc89-48319d152403,7048dbb5-79f7-40a1-8e02-9b2a7123ee5a,,1959-04-06,74253,JULIO LUIZ BAPTISTA LOPES,JULIO LOPES,94ed6a79-7705-481a-857a-c230893dfdb0
296,,PA,2015-02-01,768e030a-17e8-4d5d-b801-114524e133fc,22a2ecf6-5f03-4da9-bc89-48319d152403,d7790afd-f3b0-4be9-b170-22c6f7224b6d,,1960-04-11,67312,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,768e030a-17e8-4d5d-b801-114524e133fc
297,,PI,2015-02-01,aa587dd2-8931-4000-8827-8d0a96390ad3,22a2ecf6-5f03-4da9-bc89-48319d152403,2267268f-bfd8-442a-a1b6-eecaef2766c9,,1948-08-25,74317,JÚLIO CÉSAR DE CARVALHO LIMA,JÚLIO CESAR,aa587dd2-8931-4000-8827-8d0a96390ad3
298,,PA,2015-02-01,3ac0e321-edb1-4cb1-a10e-3b3cb4907223,22a2ecf6-5f03-4da9-bc89-48319d152403,ba6bb4d2-dbff-45ed-8ba8-682b0d77edd7,,1944-05-27,74351,JOSUÉ BENGTSON,JOSUÉ BENGTSON,3ac0e321-edb1-4cb1-a10e-3b3cb4907223
299,2017-07-13,PE,2015-02-01,dbd6c6f0-244a-4498-9467-aae7842d7b15,22a2ecf6-5f03-4da9-bc89-48319d152403,b1f4ae43-0f18-4ee4-b776-f650f01afee5,,1983-11-14,178918,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,KAIO MANIÇOBA,dbd6c6f0-244a-4498-9467-aae7842d7b15
300,,GO,2015-02-01,7d1e5d4b-1828-484e-ab29-5f08712c2773,22a2ecf6-5f03-4da9-bc89-48319d152403,f4b3718e-484c-4399-9f71-8917586154e2,,1951-06-04,73666,JOVAIR DE OLIVEIRA ARANTES,JOVAIR ARANTES,7d1e5d4b-1828-484e-ab29-5f08712c2773
301,,RS,2015-02-01,17abaab1-3d31-4a42-a426-d496764cf962,22a2ecf6-5f03-4da9-bc89-48319d152403,4818c518-56b0-4de6-9eb4-43d49ecaf62d,,1957-08-11,160607,JOSE LUIZ STÉDILE,JOSE STÉDILE,17abaab1-3d31-4a42-a426-d496764cf962
302,,MG,2015-02-01,11fc57dc-d700-4928-993a-d907720e180d,22a2ecf6-5f03-4da9-bc89-48319d152403,dab7aa0e-66bb-44ba-9772-339dd92e4d81,,1966-11-18,73586,JÚLIO CÉSAR DELGADO,JÚLIO DELGADO,11fc57dc-d700-4928-993a-d907720e180d
303,,MA,2015-02-01,0177472e-06b0-448d-84ba-494ac45efca3,22a2ecf6-5f03-4da9-bc89-48319d152403,a7a63ba0-b92a-4378-a95a-770e5e22ae57,,1970-03-02,178885,ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,0177472e-06b0-448d-84ba-494ac45efca3
304,,MA,2015-02-01,d8868f4e-64d2-4815-92b2-b4e1bf8477a3,22a2ecf6-5f03-4da9-bc89-48319d152403,e090db59-2207-4c7d-a54b-096c4f23e08e,,1939-03-19,73714,José Reinaldo Carneiro Tavares,JOSÉ REINALDO,d8868f4e-64d2-4815-92b2-b4e1bf8477a3
305,2015-02-26,MA,2015-02-01,c2957e30-5fc5-4395-978a-dfc0787bff40,22a2ecf6-5f03-4da9-bc89-48319d152403,fc9bc909-ba44-466b-9ff4-31937242bd58,,1946-10-01,141474,JULIÃO AMIN CASTRO,JULIÃO AMIN,c2957e30-5fc5-4395-978a-dfc0787bff40
306,2015-04-09,MA,2015-02-01,c2957e30-5fc5-4395-978a-dfc0787bff40,22a2ecf6-5f03-4da9-bc89-48319d152403,c9f78070-1d41-4147-a776-f0a3ba031b14,,1946-10-01,141474,JULIÃO AMIN CASTRO,JULIÃO AMIN,c2957e30-5fc5-4395-978a-dfc0787bff40
307,2015-02-03,BA,2015-02-01,5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1,22a2ecf6-5f03-4da9-bc89-48319d152403,bef8a54e-013a-4e4d-b299-eb1b4c2df710,,1956-10-14,74141,JOSIAS GOMES DA SILVA,JOSIAS GOMES,5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1
308,,TO,2015-02-01,cbd3e10f-befd-4980-99ba-52e41b540121,22a2ecf6-5f03-4da9-bc89-48319d152403,9ef8684d-d510-4695-8091-d18536ecbd02,,1962-05-10,114941,JOSINIANE BRAGA NUNES,JOSI NUNES,cbd3e10f-befd-4980-99ba-52e41b540121
309,,PA,2015-02-01,ef275957-ca06-424f-855d-331148e7826b,22a2ecf6-5f03-4da9-bc89-48319d152403,d4ebd153-b72f-407a-9d8c-d1d85385314b,,1963-12-02,74079,JOSÉ BENITO PRIANTE JÚNIOR,JOSÉ PRIANTE,ef275957-ca06-424f-855d-331148e7826b
310,,BA,2015-02-01,3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58,22a2ecf6-5f03-4da9-bc89-48319d152403,7a889b95-0c8e-4cd6-bf36-feb4938bd1e2,,1950-12-18,160619,JOSÉ NUNES SOARES,JOSÉ NUNES,3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58
311,,CE,2015-02-01,2e68f685-a86b-4632-9134-1fb18ece25f5,22a2ecf6-5f03-4da9-bc89-48319d152403,f5145c03-a9d6-45c5-b084-ce7b31ccc745,,1959-02-13,141470,JOSÉ NOBRE GUIMARÃES,JOSÉ GUIMARÃES,2e68f685-a86b-4632-9134-1fb18ece25f5
312,,RS,2015-02-01,ad47848b-d138-423c-a7c5-e0d9a6f8192a,22a2ecf6-5f03-4da9-bc89-48319d152403,c7f2ef37-2360-4c37-ba52-4d196eac90e5,,1962-04-21,74395,JOSÉ OTÁVIO GERMANO,JOSÉ OTÁVIO GERMANO,ad47848b-d138-423c-a7c5-e0d9a6f8192a
313,,BA,2015-02-01,87c348e4-2795-4bab-9f85-cf18a5d02c8d,22a2ecf6-5f03-4da9-bc89-48319d152403,d32215ab-e381-44bb-8d7e-72e297e62c30,,1944-12-21,74140,JOSÉ CARLOS LEÃO DE ARAÚJO,JOSÉ CARLOS ARAÚJO,87c348e4-2795-4bab-9f85-cf18a5d02c8d
314,,SC,2015-02-01,0b20910f-e5c8-40d8-8315-694a9cbd87c7,22a2ecf6-5f03-4da9-bc89-48319d152403,a58ea8e5-a59f-4075-9c29-78b4e6ee34f0,,1956-07-15,160509,JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,0b20910f-e5c8-40d8-8315-694a9cbd87c7
315,,SP,2015-02-01,61500541-4d02-469b-ad75-5a2c044c3342,22a2ecf6-5f03-4da9-bc89-48319d152403,c5bcd5ae-365a-4e01-a42c-c88d7c825ba2,,1955-01-03,73535,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,61500541-4d02-469b-ad75-5a2c044c3342
316,,BA,2015-02-01,deef33ed-7326-46d4-ad50-37232d289367,22a2ecf6-5f03-4da9-bc89-48319d152403,e74b02ea-d802-4a3a-ac0f-e82ad89644db,,1948-08-18,74554,JOSÉ ALVES ROCHA,JOSÉ ROCHA,deef33ed-7326-46d4-ad50-37232d289367
317,2015-07-03,SC,2015-02-01,ff3be8dc-c759-4227-b264-6072197fd76b,22a2ecf6-5f03-4da9-bc89-48319d152403,f8427ebc-1d0a-4544-96bf-af1c2d8767bd,,1955-11-05,74388,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,ff3be8dc-c759-4227-b264-6072197fd76b
318,,BA,2015-02-01,430d6fe1-8134-490d-85f4-62aa9cb2e526,22a2ecf6-5f03-4da9-bc89-48319d152403,38570143-c328-420c-9c42-9b616070897b,,1961-04-11,178857,JORGE JOSE SANTOS PEREIRA SOLLA,JORGE SOLLA,430d6fe1-8134-490d-85f4-62aa9cb2e526
319,,PE,2015-02-01,69a4f830-fd74-4778-a318-78c033fb9593,22a2ecf6-5f03-4da9-bc89-48319d152403,47faf071-48dd-48b2-9076-3dba4bf4bc6e,,1951-05-09,160572,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,69a4f830-fd74-4778-a318-78c033fb9593
320,,SP,2015-02-01,a15e98d9-5dad-4324-a704-872a3ec3be90,22a2ecf6-5f03-4da9-bc89-48319d152403,4fdb31f5-7664-40a0-9a4b-62442a6b57b0,,1948-09-30,74275,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,a15e98d9-5dad-4324-a704-872a3ec3be90
321,,SC,2015-02-01,ef88b2a3-a483-4e9e-8f0a-042a3492f1da,22a2ecf6-5f03-4da9-bc89-48319d152403,82d08ea2-b80d-4c06-8ea0-baddfda4e76c,,1967-03-23,160571,JOÃO RODRIGUES,JOÃO RODRIGUES,ef88b2a3-a483-4e9e-8f0a-042a3492f1da
